branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,414,522,1.26,0.27,,1,0,4313.44,93.8,3883.64,75.0,"POWIKŁANIA INFEKCYJNE U CHOREGO PO PRZESZCZEPIENIU NARZĄDU LUB SZPIKU - DIAGNOSTYKA, LECZENIE ( DIAGNOSTYKA, LECZENIE PACJENTA OD 31 DNIA PO WYKONANIU PRZESZCZEPU) <4 DNI",1b,2015,2015
,,1837,2493,1.36,1.29,,10,7,12513.82,255.65,11290.4,218.0,"POWIKŁANIA INFEKCYJNE U CHOREGO PO PRZESZCZEPIENIU NARZĄDU LUB SZPIKU - DIAGNOSTYKA, LECZENIE (DIAGNOSTYKA, LECZENIE PACJENTA OD 31 DNIA PO WYKONANIU PRZESZCZEPU) >3 DNI",1b,2015,2015
,,1542,2641,1.71,1.37,,0,0,2574.87,145.69,2232.5,43.0,"POWIKŁANIA NIEINFEKCYJNE U CHOREGO PO PRZESZCZEPIENIU NARZĄDU LUB SZPIKU - DIAGNOSTYKA, LECZENIE ( DIAGNOSTYKA, LECZENIE PACJENTA OD 31 DNIA PO WYKONANIU PRZESZCZEPU) <4 DNI",1b,2015,2015
,,1906,2376,1.25,1.23,,6,4,6907.18,137.9,6063.27,118.0,"POWIKŁANIA NIEINFEKCYJNE U CHOREGO PO PRZESZCZEPIENIU NARZĄDU LUB SZPIKU - DIAGNOSTYKA, LECZENIE (DIAGNOSTYKA, LECZENIE PACJENTA OD 31 DNIA PO WYKONANIU PRZESZCZEPU) >3 DNI",1b,2015,2015
,,51,52,1.02,0.03,,22,0,19478.1,389.22,6972.0,134.08,PRZEWLEKŁA WENTYLACJA PACJENTA W ODDZIALE,1b,2015,2015
,,421,641,1.52,0.33,,2,1,4494.32,90.17,3120.0,60.0,"PRZEWLEKŁE ODRZUCANIE PRZESZCZEPU LUB PRZEWLEKŁA CHOROBA PRZESZCZEP PRZECIW GOSPODARZOWI  - DIAGNOSTYKA, LECZENIE (DIAGNOSTYKA, LECZENIE PACJENTA OD 31 DNIA PO WYKONANIU PRZESZCZEPU)",1b,2015,2015
,,388,401,1.03,0.21,,4,3,2501.53,48.44,2478.61,48.0,PRZYMUSOWA HOSPITALIZACJA ZGODNIE Z ART. 34 USTAWY Z DNIA 5 GRUDNIA 2008 R. O ZAPOBIEGANIU ORAZ ZWALCZANIU ZAKAŻEŃ I CHORÓB ZAKAŹNYCH U LUDZI,1b,2015,2015
,,1576,1690,1.07,0.88,,21,7,41209.36,964.18,40120.44,789.37,ROZLICZENIE ZA ZGODĄ PŁATNIKA,1b,2015,2015
,,1709,1732,1.01,0.9,,0,0,1871.38,36.0,1871.38,36.0,WIELOSPECJALISTYCZNA DIAGNOSTYKA W KIERUNKU WSZCZEPIENIA IMPLANTU W CAŁKOWITEJ GŁUCHOCIE,1b,2015,2015
,,237,364,1.54,0.19,,0,0,2548.0,49.0,2548.0,49.0,WSTĘPNA DIAGNOSTYKA POTENCJALNEGO DAWCY ŻYWEGO NERKI LUB WĄTROBY,1b,2015,2015
,,76,77,1.01,0.04,,11,10,5792.2,116.48,5608.99,108.0,"ZAPALENIE PŁUC U CHOREGO W IMMUNOSUPRESJI - DIAGNOSTYKA (HRCT, BRONCHOSKOPIA, BAKTERIOLOGIA, SEROLOGIA, BIOPSJA), LECZENIE BEZ IMMUNOGLOBULINOTERAPII",1b,2015,2015
,,55,56,1.02,0.03,,5,5,22501.04,432.71,22076.79,424.55,ZGORZEL GAZOWA - KOMPLEKSOWE LECZENIE ZACHOWAWCZE I ZABIEGOWE SKOJARZONE Z TERAPIĄ HIPERBARYCZNĄ,1b,2015,2015
,,46,46,1.0,0.34,,6,6,23911.24,459.83,21528.0,414.0,ABLACJA WIDEOTORAKOSKOPOWA,1w,2015,2015
,,1294,1361,1.05,9.92,,5,3,27859.27,535.76,15263.39,293.53,KARDIOLOGICZNE ZABIEGI INTERWENCYJNE<18 LAT,1w,2015,2015
,,9162,9234,1.01,67.32,,11,8,30783.53,593.42,19560.37,376.16,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2015,2015
,,684,700,1.02,5.1,,12,7,33810.32,650.2,19790.48,380.59,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2015,2015
,,1021,1062,1.04,7.74,,15,8,48622.54,935.05,22128.46,425.55,OPERACJE WAD WRODZONYCH SERCA I NACZYŃ <1 ROKU,1w,2015,2015
,,14,14,1.0,0.1,,2,2,27976.0,538.0,27976.0,538.0,PRZESZCZEPIENIE KOMÓREK PRZYTARCZYC,1w,2015,2015
,,22,22,1.0,0.16,,29,25,275518.45,5298.43,244600.91,4703.86,PRZESZCZEPIENIE PŁUCA,1w,2015,2015
,,309,311,1.01,2.27,,19,0,208021.81,4000.42,206349.64,3968.26,PRZESZCZEPIENIE WĄTROBY,1w,2015,2015
,,139,185,1.33,1.35,,27,1,202597.44,3896.1,191847.14,3689.37,PRZESZCZEPIENIE/WSPOMAGANIE SERCA,1w,2015,2015
,,625,628,1.0,4.58,,10,8,90950.09,1749.06,82811.62,1592.53,WSZCZEPIANIE ZASTAWEK SERCA,1w,2015,2015
,,5490,5623,1.02,0.08,1.27,9,7,18028.55,376.41,7867.55,151.57,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,485,494,1.02,0.01,0.11,8,5,11397.87,231.82,7155.69,138.43,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,382,457,1.2,0.01,0.1,5,3,49144.59,945.09,49136.7,944.94,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,558,652,1.17,0.01,0.15,2,2,32265.25,625.02,32264.45,625.0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,7331,7556,1.03,0.11,1.7,9,8,18649.62,410.63,15671.73,301.82,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,5741,6054,1.05,0.09,1.36,10,8,15035.34,329.9,10408.0,200.47,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1980,2125,1.07,0.03,0.48,5,2,8254.56,176.33,6265.17,120.66,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,602,618,1.03,0.01,0.14,1,0,1593.47,30.81,1523.14,29.32,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,16619,16938,1.02,0.24,3.82,5,3,11738.66,249.89,11541.56,223.46,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,2272,2295,1.01,0.03,0.52,5,3,6936.11,159.66,6665.1,129.03,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,16,16,1.0,0.0,0.0,5,7,1600.31,30.81,1600.31,30.81,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,8216,8793,1.07,0.13,1.98,2,2,4663.21,90.48,4661.9,90.13,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,1146,1292,1.13,0.02,0.29,0,0,571.89,11.01,571.89,11.01,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2016,2016
,,4114,4201,1.02,0.06,0.95,7,7,7158.19,444.06,5675.61,109.88,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
,,15083,15616,1.04,0.22,3.52,5,2,1998.59,142.39,1514.18,29.39,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
,,283,313,1.11,0.0,0.07,7,7,6393.64,734.62,4112.1,80.26,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
,,759,816,1.08,0.01,0.18,5,2,4326.43,291.9,3004.1,58.48,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
,,7046,7070,1.0,0.1,1.59,4,3,1662.1,32.8,1655.51,32.17,A33 ZABURZENIA RÓWNOWAGI,1a,2016,2016
,,5382,6225,1.16,0.09,1.4,2,2,1546.84,36.98,1429.41,27.59,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
,,11696,12473,1.07,0.18,2.81,7,4,4610.38,95.86,4456.83,86.2,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
,,5147,5587,1.09,0.08,1.26,4,2,2309.94,50.71,1536.42,29.77,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2016,2016
,,2800,2840,1.01,0.04,0.64,7,4,3306.2,76.74,3261.85,63.31,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2016,2016
,,11323,15011,1.33,0.22,3.38,4,4,3745.43,113.41,3528.49,68.27,A36 CHOROBY DEMIELINIZACYJNE,1a,2016,2016
,,31746,33637,1.06,0.48,7.58,6,2,3426.99,93.37,3006.13,58.27,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2016,2016
,,9949,10141,1.02,0.15,2.29,4,4,1938.45,40.85,1892.79,36.53,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2016,2016
,,31765,32234,1.01,0.46,7.27,5,4,3854.77,75.99,3845.0,74.33,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2016,2016
,,47218,48307,1.02,0.69,10.87,10,8,9007.18,297.55,8559.23,165.2,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,17313,17549,1.01,0.25,3.95,8,7,4578.37,178.2,4076.45,78.95,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2016,2016
,,11744,11921,1.02,0.17,2.69,3,1,3524.52,80.33,1947.02,37.69,A50 UDAR MÓZGU - LECZENIE,1a,2016,2016
,,7532,7568,1.0,0.11,1.76,10,8,13152.17,385.7,12658.68,244.21,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,3551,3634,1.02,0.05,0.82,5,3,1669.22,32.3,1639.66,31.73,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2016,2016
,,4972,6027,1.21,0.09,1.36,10,2,5055.72,133.83,3913.14,75.47,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2016,2016
,,954,968,1.01,0.01,0.22,6,3,3709.18,122.62,2450.51,47.37,A58 ENCEFALOPATIA,1a,2016,2016
,,25773,26300,1.02,0.38,5.93,3,2,1420.89,27.69,1412.75,27.37,A59 BÓLE GŁOWY,1a,2016,2016
,,7921,8577,1.08,0.12,1.93,3,2,1396.06,28.97,829.27,16.01,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2016,2016
,,11979,12352,1.03,0.18,2.78,6,4,4392.62,93.36,4115.28,79.6,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2016,2016
,,11439,11648,1.02,0.17,2.63,4,2,2455.9,55.37,1669.39,32.2,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2016,2016
,,17146,17267,1.01,0.25,3.89,1,1,849.0,16.51,832.18,16.05,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2016,2016
,,1161,1414,1.22,0.02,0.32,6,3,5446.22,117.75,4069.27,78.81,A86 CHOROBY NEURONU RUCHOWEGO,1a,2016,2016
,,54629,56673,1.04,0.81,12.77,5,2,1785.06,47.89,1592.48,30.88,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2016,2016
,,13285,14360,1.08,0.21,3.24,2,2,1871.44,39.22,1731.02,33.33,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2016,2016
,,79,86,1.09,0.0,0.02,1,2,7176.0,138.0,7176.0,138.0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2016,2016
,,154,156,1.01,0.0,0.04,5,5,8968.0,172.46,8968.0,172.46,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2016,2016
,,948,1014,1.07,0.01,0.29,5,4,7085.44,136.26,7084.92,136.25,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2016,2016
,,30,32,1.07,0.0,0.01,3,2,5720.0,110.0,5720.0,110.0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2016,2016
,,1879,2034,1.08,0.03,0.57,2,2,5427.9,105.13,5427.9,105.13,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2016,2016
,,7795,9298,1.19,0.13,2.62,2,2,8302.99,174.94,8287.94,160.43,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2016,2016
,,9682,10360,1.07,0.15,2.92,2,2,6919.84,135.08,6918.12,135.04,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2016,2016
,,93991,103507,1.1,1.49,29.17,1,0,2536.21,49.42,2535.66,49.41,B18 USUNIĘCIE ZAĆMY POWIKŁANEJ Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2016,2016
,,128640,141737,1.1,2.04,39.95,0,0,2191.1,43.01,2191.06,43.0,B19 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2016,2016
,,1895,2096,1.11,0.03,0.59,2,2,1719.44,33.77,1717.62,33.73,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2016,2016
,,2815,2970,1.06,0.04,0.84,0,0,415.04,8.21,414.95,8.21,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2016,2016
,,1900,2103,1.11,0.03,0.59,0,0,1929.24,37.61,1929.11,37.6,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2016,2016
,,6545,7427,1.13,0.11,2.09,0,0,719.47,14.17,716.14,14.11,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2016,2016
,,2377,2478,1.04,0.04,0.82,0,0,243.61,4.73,205.94,4.0,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2016,2016
,,793,842,1.06,0.01,0.24,2,2,8453.48,164.85,8418.43,163.86,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2016,2016
,,1710,1848,1.08,0.03,0.52,1,0,2138.14,42.04,2134.79,41.79,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2016,2016
,,2782,2986,1.07,0.04,0.88,0,0,644.36,12.46,568.82,11.0,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2016,2016
,,1877,2045,1.09,0.03,0.58,2,2,1596.08,30.72,1594.35,30.69,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2016,2016
,,2119,2255,1.06,0.03,0.64,0,0,637.15,12.4,636.34,12.38,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2016,2016
,,5555,5720,1.03,0.08,1.61,1,2,2213.54,43.27,2212.27,43.25,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2016,2016
,,2943,3301,1.12,0.05,0.93,3,2,4080.19,78.73,4080.08,78.72,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2016,2016
,,825,886,1.07,0.01,0.25,2,2,2644.02,51.12,2644.02,51.12,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2016,2016
,,1495,1758,1.18,0.03,0.49,1,0,239.23,4.63,232.03,4.49,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2016,2016
,,859,866,1.01,0.01,0.24,3,2,5169.23,99.63,5050.34,97.34,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2016,2016
,,63,67,1.06,0.0,0.02,1,1,2395.19,46.25,2395.19,46.25,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2016,2016
,,26,26,1.0,0.0,0.01,2,2,1474.0,28.42,1474.0,28.42,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2016,2016
,,5050,8666,1.72,0.12,2.44,0,0,681.43,13.26,680.27,13.24,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2016,2016
,,3048,3210,1.05,0.05,0.9,0,0,152.88,2.95,133.93,2.59,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2016,2016
,,28958,35899,1.24,0.52,10.12,2,2,1817.57,35.07,1805.27,34.83,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2016,2016
,,1347,1356,1.01,0.02,0.5,16,14,27182.15,524.13,25435.11,490.2,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2016,2016
,,524,527,1.01,0.01,0.2,4,4,106959.97,2059.03,106958.6,2059.0,C05 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH I PNIOWYCH *,1a,2016,2016
,,291,295,1.01,0.0,0.11,2,2,34844.95,672.0,34844.95,672.0,C06 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2016,2016
,,540,547,1.01,0.01,0.2,0,0,35730.72,688.0,35730.72,688.0,C07 WYMIANA PROCESORA MOWY,1a,2016,2016
,,5491,5717,1.04,0.08,2.12,4,2,11690.75,225.89,11460.58,221.44,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2016,2016
,,6186,6811,1.1,0.1,2.52,3,0,3022.25,59.69,2417.04,46.83,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2016,2016
,,47595,47830,1.0,0.69,17.71,2,2,2209.38,42.94,2206.42,42.89,"C13 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI < 18 R.Ż.",1a,2016,2016
,,28272,29583,1.05,0.43,10.95,2,2,970.12,18.96,951.51,18.41,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI > 17 R.Ż.",1a,2016,2016
,,3029,3111,1.03,0.04,1.15,0,0,294.12,5.68,260.57,5.04,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2016,2016
,,1437,1458,1.01,0.02,0.54,7,3,18972.78,365.74,17956.55,345.79,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2016,2016
,,10156,10544,1.04,0.15,3.9,3,2,8335.86,160.78,8171.75,157.55,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2016,2016
,,942,946,1.0,0.01,0.35,2,2,3082.92,59.34,3081.75,59.32,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2016,2016
,,2975,3431,1.15,0.05,1.27,0,0,608.92,11.76,595.88,11.51,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2016,2016
,,26,26,1.0,0.0,0.01,4,5,14811.76,284.84,14784.0,284.31,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2016,2016
,,379,394,1.04,0.01,0.15,3,3,11719.13,225.37,11713.04,225.25,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2016,2016
,,540,550,1.02,0.01,0.2,3,3,7627.0,146.67,7618.59,146.51,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2016,2016
,,248,255,1.03,0.0,0.09,3,2,3490.55,67.4,3396.34,65.59,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2016,2016
,,2223,2224,1.0,0.03,0.82,0,0,1517.79,29.65,1516.97,29.63,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2016,2016
,,7356,7841,1.07,0.11,2.9,2,2,8398.21,161.86,8375.03,161.42,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2016,2016
,,4710,4888,1.04,0.07,1.81,2,2,3495.67,67.43,3477.79,67.09,C32 DUŻE ZABIEGI USZU *,1a,2016,2016
,,1631,1648,1.01,0.02,0.61,0,0,973.22,18.82,972.43,18.8,C33 ŚREDNIE ZABIEGI USZU *,1a,2016,2016
,,3005,3163,1.05,0.05,1.17,0,0,659.47,12.76,576.24,11.15,C34 MAŁE ZABIEGI USZU *,1a,2016,2016
,,16127,16317,1.01,0.23,6.04,3,3,4838.86,93.68,4828.36,93.3,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2016,2016
,,30456,30622,1.01,0.44,11.34,3,3,2731.75,53.02,2730.27,52.99,C42 DUŻE ZABIEGI NOSA *,1a,2016,2016
,,7381,7491,1.01,0.11,2.77,1,0,1516.53,29.55,1508.62,29.4,C43 ŚREDNIE ZABIEGI NOSA *,1a,2016,2016
,,6561,6761,1.03,0.1,2.5,0,0,435.64,8.43,415.85,8.05,C44 MAŁE ZABIEGI NOSA *,1a,2016,2016
,,169,173,1.02,0.0,0.06,3,2,3052.29,58.71,3052.29,58.71,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2016,2016
,,1035,1099,1.06,0.02,0.41,0,0,1715.61,33.15,1710.59,33.05,C46 ŚREDNIE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2016,2016
,,70,70,1.0,0.0,0.03,7,7,3532.21,67.93,3435.03,66.06,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2016,2016
,,12999,14860,1.14,0.21,5.5,4,2,2147.02,45.85,2092.17,40.52,"C56A POWAŻNE CHOROBY GARDŁA, USZU I NOSA >17 R.Ż.",1a,2016,2016
,,1601,1904,1.19,0.03,0.7,2,0,1770.32,34.19,1749.31,33.77,"C56B POWAŻNE CHOROBY GARDŁA, USZU I NOSA < 18 R.Ż.",1a,2016,2016
,,53183,55884,1.05,0.8,20.69,3,2,975.27,19.2,943.43,18.22,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2016,2016
,,1796,1821,1.01,0.03,0.67,1,0,236.8,4.59,161.1,3.12,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2016,2016
,,3720,3744,1.01,0.05,0.92,10,7,24106.61,484.3,22106.66,425.97,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2016,2016
,,6273,6456,1.03,0.09,1.59,8,7,16995.6,349.93,15264.4,294.81,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2016,2016
,,6473,6654,1.03,0.1,1.64,6,2,8633.03,175.07,7010.53,136.02,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2016,2016
,,5176,5423,1.05,0.08,1.33,0,0,661.49,12.78,654.67,12.64,D05 BRONCHOSKOPIA *,1a,2016,2016
,,12400,13527,1.09,0.19,3.33,2,2,4394.3,88.77,4273.17,83.43,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2016,2016
,,12639,13561,1.07,0.19,3.34,6,2,3190.38,64.13,2410.0,46.54,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2016,2016
,,4075,4482,1.1,0.06,1.1,7,7,3496.26,69.07,3325.73,64.6,D10E DYCHAWICA OSKRZELOWA > 65 R.Ż.,1a,2016,2016
,,10253,10894,1.06,0.16,2.68,4,2,2462.96,52.35,2412.06,46.67,D10F DYCHAWICA OSKRZELOWA < 66 R.Ż.,1a,2016,2016
,,13795,14677,1.06,0.21,3.61,8,7,4669.05,97.4,4164.78,80.46,D16 ZATOR PŁUCNY,1a,2016,2016
,,2588,3055,1.18,0.04,0.75,12,8,5425.69,107.17,4601.56,89.0,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2016,2016
,,44509,46694,1.05,0.67,11.48,8,7,4451.66,88.45,3740.95,72.18,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2016,2016
,,5731,6547,1.14,0.09,1.61,7,7,3735.92,73.93,3634.68,70.6,D19 ROZSTRZENIE OSKRZELI,1a,2016,2016
,,1095,1248,1.14,0.02,0.31,5,3,1887.95,36.53,1648.08,31.88,D20 GRUŹLICA,1a,2016,2016
,,1365,2408,1.76,0.03,0.59,3,0,7495.59,183.25,7309.31,141.18,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2016,2016
,,7689,9058,1.18,0.13,2.23,7,7,2876.79,58.88,2668.81,51.62,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2016,2016
,,47452,64894,1.37,0.93,15.96,6,5,3857.25,88.81,3744.85,72.44,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2016,2016
,,17028,18498,1.09,0.27,4.55,1,1,1185.74,22.97,1185.74,22.97,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2016,2016
,,4054,4186,1.03,0.06,1.03,5,2,2315.59,45.95,2211.21,43.01,D37E INNE CHOROBY UKŁADU ODDECHOWEGO > 65 R.Ż.,1a,2016,2016
,,8261,8514,1.03,0.12,2.09,3,2,1806.63,35.4,1734.01,33.7,D37F INNE CHOROBY UKŁADU ODDECHOWEGO < 66 R.Ż.,1a,2016,2016
,,3854,4042,1.05,0.06,0.99,6,0,3351.91,68.85,2396.11,46.24,D38 OBRZĘK PŁUC,1a,2016,2016
,,570,637,1.12,0.01,0.16,13,7,5869.77,124.81,3903.53,75.95,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2016,2016
,,64563,71695,1.11,1.03,17.63,6,7,2063.34,41.03,1854.08,35.81,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2016,2016
